Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME
1,6.91,6.91,4,7.38,7.38,3,7.27,7.27,2,7.05,7.05
1,8.74,15.65,4,9.16,16.54,3,9.15,16.42,2,9.14,16.19
1,8.36,24.01,4,8.69,25.23,3,8.70,25.12,2,8.82,25.01
1,8.50,32.51,3,8.65,33.88,2,8.71,33.83,4,9.14,34.15
1,8.63,41.139,2,8.81,42.687,3,9.20,43.026,4,9.13,43.273
