Furkan AKAR POSITION,Furkan AKAR LAP TIME,Furkan AKAR ELAPSED TIME,LAHIMAKHAY Ivan POSITION,LAHIMAKHAY Ivan LAP TIME,LAHIMAKHAY Ivan ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,TREACY Niall POSITION,TREACY Niall LAP TIME,TREACY Niall ELAPSED TIME
4,16.21,16.21,1,15.60,15.60,2,15.84,15.84,3,16.06,16.06
4,10.61,26.82,1,10.85,26.45,2,10.74,26.58,3,10.65,26.71
4,10.40,37.22,1,10.45,36.90,2,10.41,36.99,3,10.40,37.11
4,10.15,47.37,1,10.16,47.06,2,10.15,47.14,3,10.15,47.26
4,9.74,57.11,2,9.92,56.98,1,9.76,56.90,3,9.79,57.05
4,9.59,1:06.70,2,9.53,1:06.51,1,9.50,1:06.40,3,9.56,1:06.61
2,8.98,1:15.68,4,9.38,1:15.89,1,9.19,1:15.59,3,9.24,1:15.85
1,9.06,1:24.74,4,9.56,1:25.45,3,9.44,1:25.03,2,9.05,1:24.90
1,9.09,1:33.832,4,9.77,1:35.222,3,9.56,1:34.599,2,8.98,1:33.881
