Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME
1,14.782,14.782,2,15.002,15.002,3,15.158,15.158,4,15.265,15.265
1,12.183,26.964,2,12.213,27.215,3,12.197,27.355,4,12.120,27.385
1,12.407,39.371,2,12.466,39.681,3,12.544,39.898,4,12.559,39.944
1,11.563,50.934,4,11.612,51.292,3,11.390,51.288,2,11.148,51.091
1,10.116,1:01.049,3,9.885,1:01.176,4,9.914,1:01.202,2,9.986,1:01.076
1,9.292,1:10.341,2,9.601,1:10.777,3,9.679,1:10.880,4,9.866,1:10.942
1,9.713,1:20.053,2,9.461,1:20.238,4,9.684,1:20.564,3,9.562,1:20.503
1,9.717,1:29.769,2,9.770,1:30.007,4,9.600,1:30.163,3,9.658,1:30.161
1,10.12,1:39.883,2,10.02,1:40.018,4,10.16,1:40.322,3,9.92,1:40.075
