Amelie GOULET-NADON POSITION,Amelie GOULET-NADON LAP TIME,Amelie GOULET-NADON ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME
1,7.116,7.116,4,7.662,7.662,2,7.451,7.451,3,7.631,7.631
1,9.830,16.946,4,10.120,17.782,2,9.671,17.121,3,9.618,17.249
1,9.559,26.504,4,9.705,27.487,2,9.510,26.631,3,9.534,26.782
1,9.613,36.117,4,9.670,37.156,3,9.943,36.573,2,9.603,36.385
1,9.98,46.094,4,10.47,47.621,3,10.11,46.683,2,9.76,46.137
