Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Robin van STEEN POSITION,Robin van STEEN LAP TIME,Robin van STEEN ELAPSED TIME,Jose Ignacio FAZIO POSITION,Jose Ignacio FAZIO LAP TIME,Jose Ignacio FAZIO ELAPSED TIME
2,7.20,7.20,1,7.10,7.10,4,7.47,7.47,3,7.31,7.31
2,9.51,16.71,1,9.48,16.58,4,9.41,16.88,3,9.50,16.81
2,8.90,25.61,1,8.94,25.52,3,8.89,25.77,4,9.09,25.90
2,9.00,34.61,1,9.02,34.54,3,8.96,34.73,4,9.09,34.99
1,9.01,43.619,2,9.32,43.855,3,9.20,43.930,4,9.50,44.490
