Jakub JANECKO POSITION,Jakub JANECKO LAP TIME,Jakub JANECKO ELAPSED TIME,Jorrit OOSTEN POSITION,Jorrit OOSTEN LAP TIME,Jorrit OOSTEN ELAPSED TIME,Benjamin KOCH POSITION,Benjamin KOCH LAP TIME,Benjamin KOCH ELAPSED TIME,Stefan DRAB POSITION,Stefan DRAB LAP TIME,Stefan DRAB ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME
3,13.764,13.764,2,13.626,13.626,4,13.774,13.774,1,13.620,13.620,5,13.979,13.979
5,10.288,24.051,1,10.052,23.678,3,10.095,23.868,4,10.327,23.947,2,9.794,23.772
4,10.068,34.119,1,9.923,33.600,3,10.128,33.996,5,10.205,34.152,2,9.988,33.760
4,9.923,44.042,1,9.955,43.554,5,10.234,44.229,3,9.851,44.003,2,10.072,43.832
4,10.200,54.241,2,10.320,53.874,5,10.149,54.378,3,10.217,54.219,1,9.945,53.777
3,9.873,1:04.114,1,9.713,1:03.586,5,9.972,1:04.349,4,10.026,1:04.245,2,9.816,1:03.592
4,10.457,1:14.570,2,9.637,1:13.223,3,9.937,1:14.286,5,10.360,1:14.604,1,9.617,1:13.208
5,10.862,1:25.432,2,10.044,1:23.267,3,10.298,1:24.584,4,10.635,1:25.238,1,9.892,1:23.099
5,10.82,1:36.249,1,10.00,1:33.261,3,9.90,1:34.481,4,10.51,1:35.747,2,10.36,1:33.456
