Helmuts SILOVS POSITION,Helmuts SILOVS LAP TIME,Helmuts SILOVS ELAPSED TIME,CHANG Yung-Tai POSITION,CHANG Yung-Tai LAP TIME,CHANG Yung-Tai ELAPSED TIME,Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
4,13.943,13.943,5,14.161,14.161,3,13.830,13.830,2,13.590,13.590,1,13.533,13.533
4,10.330,24.272,5,10.314,24.475,3,10.285,24.115,2,10.391,23.981,1,10.414,23.946
4,10.457,34.729,5,10.340,34.815,3,10.350,34.464,2,10.343,34.323,1,10.377,34.322
4,10.157,44.886,5,23.157,57.972,3,10.212,44.676,2,10.344,44.667,1,10.251,44.573
4,10.190,55.076,5,16.356,1:14.327,3,9.832,54.507,2,9.669,54.336,1,9.728,54.300
4,10.353,1:05.428,5,15.289,1:29.616,2,9.254,1:03.761,1,9.416,1:03.751,3,9.620,1:03.919
4,10.647,1:16.074,5,14.739,1:44.354,2,9.574,1:13.335,1,9.297,1:13.048,3,9.554,1:13.473
4,10.993,1:27.067,5,13.823,1:58.176,2,9.439,1:22.774,1,9.496,1:22.543,3,9.937,1:23.410
4,11.22,1:38.282,5,14.25,2:12.420,2,9.62,1:32.393,1,9.67,1:32.208,3,10.00,1:33.407
