Istvan GAL ORAVECZ POSITION,Istvan GAL ORAVECZ LAP TIME,Istvan GAL ORAVECZ ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME
4,15.07,15.07,3,14.87,14.87,2,14.79,14.79,1,14.55,14.55
4,10.68,25.75,3,10.71,25.58,2,10.65,25.44,1,10.76,25.31
4,10.05,35.80,3,10.09,35.67,2,10.14,35.58,1,10.15,35.46
4,9.79,45.59,3,9.79,45.46,2,9.80,45.38,1,9.78,45.24
4,9.48,55.07,3,9.51,54.97,2,9.53,54.91,1,9.55,54.79
4,9.46,1:04.53,3,9.45,1:04.42,2,9.44,1:04.35,1,9.50,1:04.29
4,9.48,1:14.01,2,9.38,1:13.80,1,9.26,1:13.61,3,9.57,1:13.86
4,9.46,1:23.47,2,9.14,1:22.94,1,9.26,1:22.87,3,9.57,1:23.43
4,9.95,1:33.419,2,9.30,1:32.239,1,9.21,1:32.074,3,9.94,1:33.364
