BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME
4,7.98,7.98,1,7.48,7.48,2,7.63,7.63,3,7.85,7.85
4,9.94,17.92,1,9.60,17.08,3,9.65,17.28,2,9.42,17.27
4,9.49,27.41,1,9.13,26.21,3,9.18,26.46,2,8.98,26.25
4,9.67,37.08,2,9.48,35.69,3,9.31,35.77,1,9.23,35.48
4,9.95,47.03,2,9.44,45.13,3,9.42,45.19,1,9.29,44.77
