Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Jarmil HRUZA POSITION,Jarmil HRUZA LAP TIME,Jarmil HRUZA ELAPSED TIME
2,6.692,6.692,4,7.092,7.092,3,7.005,7.005,1,6.654,6.654
1,9.163,15.854,2,9.023,16.115,4,9.168,16.173,3,9.469,16.123
1,8.626,24.480,2,8.620,24.734,3,8.613,24.785,4,9.054,25.177
1,8.730,33.209,3,8.683,33.417,2,8.625,33.410,4,8.609,33.785
1,8.99,42.191,4,22.14,55.550,2,9.02,42.430,3,9.78,43.562
