MA Qiang POSITION,MA Qiang LAP TIME,MA Qiang ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Matteo COMPAGNONI POSITION,Matteo COMPAGNONI LAP TIME,Matteo COMPAGNONI ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
2,6.97,6.97,1,6.87,6.87,4,7.33,7.33,3,7.12,7.12
2,9.11,16.08,1,9.15,16.02,4,9.16,16.49,3,9.10,16.22
2,8.68,24.76,1,8.65,24.67,4,8.77,25.26,3,8.62,24.84
2,8.87,33.63,1,8.65,33.32,4,8.78,34.04,3,8.89,33.73
2,9.03,42.652,1,9.04,42.352,4,9.10,43.137,3,9.04,42.769
