Magdalena WARAKOMSKA POSITION,Magdalena WARAKOMSKA LAP TIME,Magdalena WARAKOMSKA ELAPSED TIME,Katherine RALSTON POSITION,Katherine RALSTON LAP TIME,Katherine RALSTON ELAPSED TIME,Iong A KIM POSITION,Iong A KIM LAP TIME,Iong A KIM ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Samantha MORRISON POSITION,Samantha MORRISON LAP TIME,Samantha MORRISON ELAPSED TIME
2,13.84,13.84,4,14.05,14.05,3,13.94,13.94,1,13.71,13.71,5,14.17,14.17
2,11.06,24.90,4,11.08,25.13,3,11.08,25.02,1,11.09,24.80,5,11.08,25.25
2,10.47,35.37,4,10.40,35.53,3,10.44,35.46,1,10.40,35.20,5,10.37,35.62
2,9.79,45.16,4,9.86,45.39,3,9.80,45.26,1,9.84,45.04,5,9.86,45.48
2,9.65,54.81,4,9.63,55.02,3,9.65,54.91,1,9.64,54.68,5,9.69,55.17
2,9.50,1:04.31,4,9.57,1:04.59,3,9.49,1:04.40,1,9.52,1:04.20,5,9.54,1:04.71
2,9.53,1:13.84,4,9.72,1:14.31,3,9.53,1:13.93,1,9.54,1:13.74,5,9.72,1:14.43
2,9.56,1:23.40,4,10.16,1:24.47,3,9.49,1:23.42,1,9.53,1:23.27,5,10.10,1:24.53
2,10.09,1:33.49,5,10.62,1:35.09,3,10.23,1:33.65,1,9.72,1:32.99,4,10.20,1:34.73
