Peter JELEN POSITION,Peter JELEN LAP TIME,Peter JELEN ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
3,6.934,6.934,4,7.009,7.009,2,6.676,6.676,1,6.597,6.597
3,9.142,16.076,2,9.057,16.065,1,9.095,15.770,4,9.890,16.486
4,8.713,24.789,3,8.651,24.716,1,8.920,24.690,2,8.227,24.713
3,9.015,33.803,2,8.827,33.543,1,8.840,33.529,4,14.483,39.196
3,9.56,43.357,2,9.32,42.854,1,9.27,42.798,4,29.34,1:08.532
