JUNG Ba-Ra POSITION,JUNG Ba-Ra LAP TIME,JUNG Ba-Ra ELAPSED TIME,ZHANG Hui POSITION,ZHANG Hui LAP TIME,ZHANG Hui ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME
4,13.41,13.41,2,13.27,13.27,1,13.21,13.21,3,13.35,13.35
3,10.60,24.01,1,10.58,23.85,2,10.69,23.90,4,10.73,24.09
3,10.46,34.48,1,10.52,34.37,2,10.49,34.39,4,10.51,34.61
3,10.56,45.04,2,10.53,44.91,1,10.34,44.74,4,10.55,45.16
3,10.31,55.36,2,10.25,55.16,1,10.37,55.12,4,10.20,55.36
3,10.01,1:05.38,2,10.20,1:05.36,1,10.12,1:05.24,4,10.21,1:05.57
2,9.58,1:14.96,3,9.67,1:15.04,1,9.64,1:14.88,4,9.53,1:15.11
2,9.53,1:24.49,3,9.89,1:24.94,1,9.25,1:24.13,4,9.85,1:24.96
2,9.60,1:34.084,3,9.68,1:34.619,1,9.52,1:33.642,4,9.68,1:34.638
