Leon FLACK POSITION,Leon FLACK LAP TIME,Leon FLACK ELAPSED TIME,Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME
1,13.679,13.679,3,13.899,13.899,2,13.813,13.813,4,14.054,14.054
1,10.768,24.447,2,10.585,24.483,3,10.750,24.562,4,10.601,24.655
1,10.177,34.623,2,10.229,34.712,3,10.342,34.904,4,10.314,34.968
1,10.328,44.951,2,10.244,44.956,3,10.113,45.017,4,10.136,45.104
1,10.097,55.047,3,10.210,55.166,2,10.113,55.129,4,10.213,55.317
1,9.381,1:04.428,2,9.692,1:04.857,3,9.731,1:04.860,4,9.720,1:05.036
1,9.531,1:13.958,3,9.837,1:14.694,2,9.673,1:14.533,4,9.822,1:14.857
1,9.942,1:23.899,4,10.194,1:24.887,2,9.590,1:24.123,3,10.002,1:24.859
2,10.45,1:34.346,3,10.63,1:35.508,1,10.15,1:34.265,4,10.82,1:35.677
