Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME,Yu MIURA POSITION,Yu MIURA LAP TIME,Yu MIURA ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
0,6.956,6.956,0,6.857,6.857,0,6.787,6.787,0,6.985,6.985
0,9.207,16.164,0,10.059,16.916,0,9.382,16.169,0,9.295,16.280
0,9.113,25.276,0,8.005,24.922,0,9.106,25.275,0,8.682,24.962
0,9.261,34.538,0,9.234,34.156,0,10.333,35.607,0,9.473,34.435
0,,,0,,,0,,,0,,
