PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,MAZUR Nicole POSITION,MAZUR Nicole LAP TIME,MAZUR Nicole ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME
1,15.02,15.02,2,15.07,15.07,4,15.81,15.81,3,15.21,15.21
3,11.81,26.83,1,11.53,26.60,4,11.63,27.44,2,11.51,26.72
1,10.69,37.52,3,11.34,37.94,4,10.91,38.35,2,10.87,37.59
2,10.82,48.34,3,10.71,48.65,4,10.69,49.04,1,10.64,48.23
2,10.38,58.72,3,10.65,59.30,4,10.34,59.38,1,10.33,58.56
1,9.69,1:08.41,2,9.18,1:08.48,4,9.88,1:09.26,3,9.97,1:08.53
2,9.33,1:17.74,1,9.21,1:17.69,4,9.56,1:18.82,3,9.54,1:18.07
1,9.25,1:26.99,2,9.34,1:27.03,4,8.85,1:27.67,3,9.17,1:27.24
1,9.93,1:36.912,2,10.09,1:37.116,4,11.61,1:39.271,3,9.98,1:37.220
