LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
2,6.656,6.656,1,6.476,6.476,4,7.009,7.009,3,6.901,6.901
2,9.012,15.668,1,8.950,15.425,4,9.040,16.048,3,9.009,15.909
2,8.760,24.427,1,8.711,24.136,4,8.737,24.785,3,8.858,24.767
2,8.884,33.311,1,8.970,33.105,3,8.619,33.403,4,8.923,33.690
1,9.15,42.452,2,9.47,42.574,3,9.25,42.646,4,9.33,43.015
