Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME
2,13.368,13.368,3,13.538,13.538,1,13.289,13.289,4,13.582,13.582
2,10.487,23.855,3,10.420,23.958,1,10.428,23.716,4,10.511,24.092
3,10.024,33.878,2,9.902,33.859,1,9.961,33.677,4,10.045,34.136
2,9.496,43.373,3,9.572,43.431,1,9.532,43.208,4,9.486,43.621
2,9.346,52.719,3,9.366,52.797,1,9.379,52.587,4,9.380,53.001
2,9.077,1:01.795,3,9.061,1:01.858,1,9.180,1:01.766,4,9.271,1:02.272
2,9.144,1:10.939,3,9.149,1:11.006,1,9.142,1:10.907,4,9.237,1:11.508
1,9.241,1:20.179,2,9.230,1:20.236,3,9.352,1:20.259,4,9.475,1:20.983
1,9.75,1:29.925,2,9.87,1:30.105,3,9.87,1:30.129,4,10.13,1:31.105
