John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,David GOULET POSITION,David GOULET LAP TIME,David GOULET ELAPSED TIME,Milos APELTAUER POSITION,Milos APELTAUER LAP TIME,Milos APELTAUER ELAPSED TIME,Mark PRINSEN POSITION,Mark PRINSEN LAP TIME,Mark PRINSEN ELAPSED TIME
1,6.84,6.84,2,7.23,7.23,4,7.40,7.40,3,7.37,7.37
1,9.16,16.00,2,9.21,16.44,4,38.32,45.72,3,9.48,16.85
1,8.63,24.63,2,8.99,25.43,4,15.82,1:01.54,3,9.01,25.86
1,8.93,33.56,2,9.01,34.44,4,12.80,1:14.34,3,9.17,35.03
1,9.15,42.707,2,9.29,43.725,4,12.04,1:26.371,3,9.57,44.598
