Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Ronald CALDECUTT POSITION,Ronald CALDECUTT LAP TIME,Ronald CALDECUTT ELAPSED TIME
1,7.04,7.04,2,7.15,7.15,4,7.39,7.39,3,7.26,7.26
1,9.37,16.41,2,9.39,16.54,4,9.40,16.79,3,9.40,16.66
1,8.85,25.26,2,8.97,25.51,3,8.85,25.64,4,9.07,25.73
1,9.04,34.30,2,8.97,34.48,3,8.92,34.56,4,9.03,34.76
1,9.32,43.618,3,9.49,43.968,2,9.33,43.887,4,9.38,44.131
