START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
2,8.89,8.89,4,9.15,9.15,3,9.01,9.01,5,9.22,9.22,1,8.68,8.68,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Quarterfinals,5
3,12.32,21.21,5,12.28,21.43,4,12.31,21.32,1,11.74,20.96,2,12.38,21.06,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Quarterfinals,5
3,11.61,32.82,4,11.41,32.84,5,11.62,32.94,1,11.67,32.63,2,11.65,32.71,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Quarterfinals,5
4,10.57,43.39,1,10.29,43.13,5,10.56,43.50,3,10.61,43.24,2,10.50,43.21,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Quarterfinals,5
4,10.12,53.51,1,10.17,53.30,5,10.10,53.60,3,10.20,53.44,2,10.14,53.35,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Quarterfinals,5
4,10.38,1:03.89,2,10.44,1:03.74,5,10.37,1:03.97,1,10.19,1:03.63,3,10.47,1:03.82,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Quarterfinals,5
4,10.72,1:14.61,2,10.68,1:14.42,5,10.66,1:14.63,1,10.68,1:14.31,3,10.73,1:14.55,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Quarterfinals,5
4,9.52,1:24.13,1,9.40,1:23.82,2,9.28,1:23.91,5,9.83,1:24.14,3,9.53,1:24.08,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Quarterfinals,5
4,9.57,1:33.70,1,9.74,1:33.56,2,9.72,1:33.63,5,9.75,1:33.89,3,9.62,1:33.70,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Quarterfinals,5
3,10.07,1:43.77,1,10.05,1:43.61,2,10.05,1:43.68,5,10.14,1:44.03,4,10.18,1:43.88,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Quarterfinals,5
1,9.47,1:53.24,2,9.74,1:53.35,4,9.71,1:53.39,5,9.68,1:53.71,3,9.50,1:53.38,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Quarterfinals,5
2,9.82,2:03.06,5,12.13,2:05.48,3,9.78,2:03.17,4,9.70,2:03.41,1,9.48,2:02.86,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Quarterfinals,5
2,9.21,2:12.27,5,12.05,2:17.53,3,9.21,2:12.38,4,9.35,2:12.76,1,9.30,2:12.16,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Quarterfinals,5
2,9.58,2:21.849,5,12.25,2:29.776,3,9.61,2:21.982,4,10.48,2:23.234,1,9.61,2:21.771,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Quarterfinals,5
