Ikue TESHIGAWARA POSITION,Ikue TESHIGAWARA LAP TIME,Ikue TESHIGAWARA ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,CHAN Suet Ying POSITION,CHAN Suet Ying LAP TIME,CHAN Suet Ying ELAPSED TIME,Ulrike LEHMANN POSITION,Ulrike LEHMANN LAP TIME,Ulrike LEHMANN ELAPSED TIME
4,16.737,16.737,3,16.612,16.612,1,16.275,16.275,2,16.465,16.465
3,10.961,27.698,2,10.970,27.582,4,13.512,29.786,1,11.052,27.517
3,10.796,38.494,1,10.586,38.167,4,12.899,42.685,2,10.736,38.253
3,10.738,49.231,1,10.662,48.829,4,13.324,56.008,2,10.714,48.967
3,10.529,59.760,1,10.691,59.519,4,13.792,1:09.800,2,10.651,59.617
2,10.082,1:09.841,1,10.024,1:09.543,4,13.112,1:22.911,3,10.648,1:10.265
2,10.297,1:20.137,1,10.347,1:19.890,4,13.565,1:36.476,3,10.543,1:20.808
2,10.514,1:30.651,1,10.608,1:30.497,4,14.190,1:50.665,3,10.754,1:31.561
1,10.48,1:41.129,2,10.65,1:41.144,4,14.83,2:05.492,3,11.00,1:42.559
