Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Amelie GOULET-NADON POSITION,Amelie GOULET-NADON LAP TIME,Amelie GOULET-NADON ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Atsuko TAKATA POSITION,Atsuko TAKATA LAP TIME,Atsuko TAKATA ELAPSED TIME
1,16.928,16.928,3,17.334,17.334,2,17.249,17.249,4,17.508,17.508
1,13.415,30.343,2,13.101,30.434,4,13.313,30.562,3,13.038,30.546
1,11.383,41.726,3,11.394,41.828,4,11.391,41.953,2,11.227,41.772
1,9.686,51.412,2,9.781,51.609,3,9.916,51.868,4,10.120,51.892
1,9.863,1:01.274,2,9.959,1:01.567,4,9.835,1:01.703,3,9.685,1:01.576
1,9.758,1:11.032,2,9.703,1:11.270,4,9.819,1:11.521,3,9.901,1:11.476
1,9.739,1:20.770,2,9.548,1:20.817,4,9.672,1:21.193,3,9.661,1:21.136
2,9.817,1:30.586,1,9.750,1:30.566,4,9.789,1:30.982,3,9.772,1:30.908
1,10.20,1:40.785,2,10.28,1:40.844,4,10.08,1:41.060,3,10.10,1:41.000
