HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,Ryan McANUFF POSITION,Ryan McANUFF LAP TIME,Ryan McANUFF ELAPSED TIME
1,6.83,6.83,3,7.11,7.11,2,6.94,6.94,4,7.22,7.22
1,8.85,15.68,3,8.82,15.93,2,8.87,15.81,4,8.94,16.16
1,8.49,24.17,3,8.35,24.28,2,8.46,24.27,4,8.54,24.70
1,8.56,32.73,2,8.53,32.81,3,8.76,33.03,4,8.65,33.35
1,8.83,41.56,2,8.86,41.67,3,8.82,41.840,4,8.88,42.219
