van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Eva WALCH POSITION,Eva WALCH LAP TIME,Eva WALCH ELAPSED TIME,Chika ISHIDA POSITION,Chika ISHIDA LAP TIME,Chika ISHIDA ELAPSED TIME
3,14.420,14.420,2,14.406,14.406,4,14.477,14.477,5,14.889,14.889,1,14.126,14.126
2,11.263,25.684,4,11.382,25.788,3,11.272,25.749,5,11.194,26.083,1,11.484,25.610
2,11.540,37.224,3,11.455,37.243,4,11.551,37.300,5,11.535,37.618,1,11.603,37.213
3,11.473,48.697,2,11.430,48.673,4,11.415,48.715,5,11.424,49.042,1,11.343,48.556
4,10.271,58.967,3,10.225,58.898,2,10.108,58.824,5,10.750,59.792,1,10.114,58.670
4,9.964,1:08.932,3,9.881,1:08.779,2,9.922,1:08.746,5,10.532,1:10.325,1,10.035,1:08.705
4,10.238,1:19.170,1,9.899,1:18.677,2,10.008,1:18.754,5,11.345,1:21.670,3,10.186,1:18.892
4,10.437,1:29.607,2,10.205,1:28.883,1,9.980,1:28.734,5,11.528,1:33.197,3,10.181,1:29.073
4,10.840,1:40.448,2,10.419,1:39.301,1,10.237,1:38.971,5,11.953,1:45.150,3,10.279,1:39.351
