YANG A Yang POSITION,YANG A Yang LAP TIME,YANG A Yang ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME,Melanie GAGNON POSITION,Melanie GAGNON LAP TIME,Melanie GAGNON ELAPSED TIME
1,7.222,7.222,2,7.402,7.402,4,7.833,7.833,3,7.504,7.504
2,9.821,17.042,3,9.720,17.121,4,9.557,17.389,1,9.504,17.008
3,9.704,26.746,2,9.595,26.716,4,9.641,27.029,1,9.515,26.522
1,9.471,36.217,2,9.625,36.340,4,9.638,36.667,3,9.833,36.355
1,9.83,46.040,2,9.77,46.103,4,9.79,46.451,3,9.82,46.168
