Alex BOISVERT-LACROIX POSITION,Alex BOISVERT-LACROIX LAP TIME,Alex BOISVERT-LACROIX ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
1,6.750,6.750,2,6.910,6.910,4,7.170,7.170,3,6.990,6.990
1,9.260,16.020,2,9.260,16.170,4,9.310,16.480,3,9.260,16.250
1,9.010,25.030,4,9.230,25.400,3,8.800,25.290,2,8.890,25.140
1,9.110,34.150,4,9.240,34.640,3,8.980,34.270,2,9.100,34.240
2,9.560,43.720,4,9.450,44.090,1,9.060,43.340,3,9.600,43.850
