Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME
1,7.05,7.05,2,7.18,7.18,4,7.48,7.48,3,7.31,7.31
1,9.46,16.51,2,9.45,16.63,4,9.47,16.95,3,9.42,16.73
1,8.69,25.20,2,8.64,25.27,4,8.73,25.68,3,8.54,25.27
1,8.79,33.99,3,9.21,34.48,4,9.00,34.68,2,8.97,34.24
1,9.14,43.127,3,9.10,43.579,4,8.98,43.660,2,9.04,43.276
