Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME
1,13.920,13.920,2,14.080,14.080
1,10.240,24.160,2,10.120,24.210
2,10.310,34.470,1,10.240,34.460
1,10.070,44.550,2,10.200,44.660
1,10.020,54.570,2,9.990,54.650
1,9.710,1:04.280,2,9.700,1:04.360
1,9.400,1:13.690,2,9.780,1:14.140
1,9.720,1:23.420,2,10.270,1:24.410
1,9.960,1:33.390,2,10.370,1:34.790
