START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
2,8.52,8.52,2,8.52,8.52,4,8.69,8.69,1,8.40,8.40,6,8.85,8.85,5,8.74,8.74,7,8.99,8.99,8,9.17,9.17,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1
2,13.38,21.90,3,13.48,22.00,4,13.59,22.28,1,13.32,21.72,5,13.47,22.32,6,13.64,22.38,7,13.44,22.43,8,13.45,22.62,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1
4,12.99,34.89,5,13.00,35.00,8,13.18,35.46,3,13.05,34.77,6,12.81,35.13,7,12.91,35.29,1,12.03,34.46,2,12.13,34.75,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1
4,11.71,46.60,5,11.68,46.68,8,11.60,47.06,3,11.68,46.45,7,11.77,46.90,6,11.52,46.81,1,11.60,46.06,2,11.52,46.27,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1
4,11.12,57.72,6,11.26,57.94,8,11.10,58.16,3,11.14,57.59,7,11.14,58.04,5,11.02,57.83,1,11.34,57.40,2,11.14,57.41,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1
2,10.15,1:07.87,6,10.23,1:08.17,8,10.21,1:08.37,1,10.14,1:07.73,7,10.24,1:08.28,5,10.27,1:08.10,4,10.55,1:07.95,2,10.46,1:07.87,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1
1,9.34,1:17.21,6,9.49,1:17.66,8,9.50,1:17.87,2,9.62,1:17.35,7,9.51,1:17.79,5,9.47,1:17.57,3,9.50,1:17.45,4,9.68,1:17.55,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1
3,9.45,1:26.66,7,9.24,1:26.90,8,9.08,1:26.95,1,9.09,1:26.44,5,9.01,1:26.80,2,8.97,1:26.54,3,9.21,1:26.66,6,9.26,1:26.81,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1
4,9.55,1:36.21,7,9.62,1:36.52,8,9.66,1:36.61,1,9.41,1:35.85,5,9.49,1:36.29,2,9.44,1:35.98,3,9.42,1:36.08,6,9.61,1:36.42,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1
4,9.22,1:45.43,7,9.23,1:45.75,8,9.23,1:45.84,1,9.33,1:45.18,5,9.23,1:45.52,2,9.32,1:45.30,3,9.30,1:45.38,6,9.23,1:45.65,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1
3,8.94,1:54.37,7,9.00,1:54.75,8,8.99,1:54.83,1,8.87,1:54.05,4,8.94,1:54.46,2,8.88,1:54.18,5,9.16,1:54.54,6,9.01,1:54.66,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1
3,8.80,2:03.17,7,8.84,2:03.59,8,8.79,2:03.62,1,8.62,2:02.67,4,8.79,2:03.25,2,8.70,2:02.88,5,8.84,2:03.38,6,8.82,2:03.48,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1
3,8.86,2:12.03,8,8.79,2:12.38,7,8.75,2:12.37,1,8.65,2:11.32,4,8.86,2:12.11,2,8.80,2:11.68,5,8.80,2:12.18,6,8.80,2:12.28,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1
8,16.34,2:28.379,6,9.06,2:21.448,0,8.95,2:21.32,1,8.83,2:20.15,0,9.21,2:21.32,2,9.15,2:20.83,7,12.87,2:25.05,5,9.14,2:21.42,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1
