Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Miodrag POPOVIC POSITION,Miodrag POPOVIC LAP TIME,Miodrag POPOVIC ELAPSED TIME,Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME
1,7.06,7.06,2,7.25,7.25,4,7.48,7.48,3,7.39,7.39
1,9.14,16.20,2,9.04,16.29,4,16.41,23.89,3,9.35,16.74
1,8.66,24.86,2,8.64,24.93,4,11.04,34.93,3,8.91,25.65
1,8.71,33.57,2,8.73,33.66,4,10.61,45.54,3,9.00,34.65
1,8.84,42.401,2,8.85,42.501,4,10.92,56.454,3,9.44,44.090
