Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Dejan HORVACKI POSITION,Dejan HORVACKI LAP TIME,Dejan HORVACKI ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Ivan BELOV POSITION,Ivan BELOV LAP TIME,Ivan BELOV ELAPSED TIME
1,6.914,6.914,4,7.569,7.569,2,6.922,6.922,3,7.199,7.199
2,9.338,16.252,4,10.761,18.330,1,9.253,16.175,3,9.788,16.987
2,8.965,25.217,4,10.481,28.810,1,8.977,25.152,3,9.569,26.555
2,9.153,34.369,4,20.631,49.441,1,9.075,34.227,3,9.541,36.096
2,9.34,43.702,4,14.22,1:03.658,1,9.43,43.648,3,10.15,46.245
