KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,Lilia DZHUSTROVA POSITION,Lilia DZHUSTROVA LAP TIME,Lilia DZHUSTROVA ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Cheyenne GOH POSITION,Cheyenne GOH LAP TIME,Cheyenne GOH ELAPSED TIME
2,13.86,13.86,5,14.27,14.27,3,14.00,14.00,1,13.64,,4,14.11,14.11
2,10.53,24.39,5,10.47,24.74,3,10.51,24.51,1,10.55,,4,10.50,24.61
2,10.24,34.63,5,10.24,34.98,3,10.22,34.73,1,10.25,,4,10.22,34.83
2,10.00,44.63,5,10.05,45.03,3,10.00,44.73,1,10.06,,4,10.04,44.87
1,9.53,54.16,5,9.97,55.00,3,9.62,54.35,2,9.78,,4,9.88,54.75
1,9.65,1:03.81,5,10.36,1:05.36,3,9.59,1:03.94,2,9.60,,4,10.12,1:04.87
1,9.53,1:13.34,5,11.02,1:16.38,3,9.56,1:13.50,2,9.54,,4,10.62,1:15.49
1,9.58,1:22.92,5,11.45,1:27.83,3,9.87,1:23.37,2,9.64,,4,11.13,1:26.62
1,9.76,1:32.68,5,11.97,1:39.80,3,9.62,1:32.99,2,9.70,,4,11.55,1:38.17
