Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME,Denise ALTMANN POSITION,Denise ALTMANN LAP TIME,Denise ALTMANN ELAPSED TIME,HUR Hee-Been POSITION,HUR Hee-Been LAP TIME,HUR Hee-Been ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME
3,15.086,15.086,1,14.538,14.538,2,14.592,14.592,4,17.741,17.741
1,10.545,25.630,2,11.178,25.715,3,11.234,25.826,4,8.319,26.060
1,10.995,36.624,2,11.003,36.718,3,11.178,37.003,4,10.988,37.047
3,10.486,47.110,1,10.304,47.022,2,10.083,47.086,4,10.450,47.497
2,10.218,57.327,4,11.013,58.035,1,10.235,57.321,3,9.877,57.374
1,9.954,1:07.281,4,10.546,1:08.581,2,10.020,1:07.340,3,10.415,1:07.789
2,10.141,1:17.422,4,10.945,1:19.525,1,9.783,1:17.123,3,10.390,1:18.179
2,10.010,1:27.431,4,11.228,1:30.753,1,10.224,1:27.346,3,10.556,1:28.734
2,10.37,1:37.801,4,11.48,1:42.230,1,10.24,1:37.578,3,11.27,1:39.998
