Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Max BACKSTROM POSITION,Max BACKSTROM LAP TIME,Max BACKSTROM ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
1,6.82,6.82,4,7.50,7.50,2,6.94,6.94,3,7.10,7.10
1,8.92,15.74,4,9.78,17.28,2,8.90,15.84,3,8.90,16.00
1,8.54,24.28,4,9.43,26.71,2,8.55,24.39,3,8.42,24.42
1,8.66,32.94,4,9.70,36.41,3,8.78,33.17,2,8.62,33.04
1,8.88,41.812,4,10.13,46.532,3,8.82,41.989,2,8.79,41.830
