Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,MIN Ryoung POSITION,MIN Ryoung LAP TIME,MIN Ryoung ELAPSED TIME,Eric BEDARD POSITION,Eric BEDARD LAP TIME,Eric BEDARD ELAPSED TIME
2,6.785,6.785,1,6.759,6.759,4,7.068,7.068,3,6.927,6.927
1,9.204,15.989,2,9.321,16.080,4,9.337,16.405,3,9.394,16.320
2,8.899,24.887,1,8.649,24.728,4,8.815,25.220,3,8.646,24.966
2,8.811,33.697,1,8.699,33.427,4,8.798,34.017,3,8.850,33.815
2,8.93,42.619,1,9.16,42.582,4,8.80,42.814,3,8.88,42.686
