FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
1,7.15,7.15,2,7.38,7.38,3,7.65,7.65,4,7.75,7.75
1,9.25,16.40,2,9.41,16.79,3,9.56,17.21,4,9.54,17.29
1,8.93,25.33,2,9.01,25.80,3,9.04,26.25,4,9.05,26.34
1,9.04,34.37,2,9.25,35.05,3,9.41,35.66,4,9.32,35.66
1,9.31,43.671,2,9.42,44.465,4,9.76,45.418,3,9.68,45.335
