BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME
1,6.85,6.85,3,7.17,7.17,2,6.97,6.97,4,7.21,7.21
1,9.01,15.86,3,8.95,16.12,2,8.96,15.93,4,9.36,16.57
1,8.49,24.35,3,8.43,24.55,2,8.49,24.42,4,8.50,25.07
1,8.60,32.95,4,29.21,53.76,2,8.68,33.10,3,8.69,33.76
1,8.76,41.709,4,17.14,1:10.900,2,8.85,41.941,3,8.98,42.734
