Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME
1,6.78,6.78,2,6.91,6.91,3,7.05,7.05,5,7.23,7.23,6,7.37,7.37,4,7.14,7.14
1,8.88,15.66,2,9.01,15.92,3,8.95,16.00,5,9.00,16.23,6,8.96,16.33,4,8.99,16.13
1,8.41,24.07,2,8.46,24.38,3,8.41,24.41,5,8.39,24.62,6,8.40,24.73,4,8.39,24.52
1,8.54,32.61,4,8.63,33.01,2,8.50,32.91,3,8.38,33.00,6,8.46,33.19,5,8.50,33.02
1,8.75,41.351,0,,PEN,3,8.76,41.664,2,8.59,41.583,4,9.78,42.964,5,30.57,1:03.588
