MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME
1,6.80,6.80,3,7.19,7.19,5,7.39,7.39,2,6.98,6.98,4,7.21,7.21
1,8.89,15.69,3,9.03,16.22,5,9.03,16.42,2,8.80,15.78,4,9.11,16.32
1,8.47,24.16,4,8.67,24.89,5,8.52,24.94,2,8.49,24.27,3,8.48,24.80
1,8.62,32.78,5,8.81,33.70,4,8.64,33.58,2,8.63,32.90,3,8.55,33.35
1,8.75,41.53,5,8.92,42.62,4,8.75,42.33,2,8.79,41.69,3,8.73,42.08
