ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME
2,7.12,7.12,1,6.96,6.96,3,7.25,7.25,4,7.37,7.37
2,8.86,15.98,1,8.88,15.84,3,8.84,16.09,4,9.00,16.37
2,8.46,24.44,1,8.49,24.33,3,8.43,24.52,4,8.75,25.12
2,8.59,33.03,1,8.60,32.93,3,8.65,33.17,4,8.95,34.07
3,9.08,42.095,1,8.94,41.87,2,8.83,42.00,4,9.19,43.236
