de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,SEO Whi Min POSITION,SEO Whi Min LAP TIME,SEO Whi Min ELAPSED TIME,MAZUR Nicole POSITION,MAZUR Nicole LAP TIME,MAZUR Nicole ELAPSED TIME,Gloria IORIATTI POSITION,Gloria IORIATTI LAP TIME,Gloria IORIATTI ELAPSED TIME
1,13.32,13.32,2,13.45,13.45,2,13.45,13.45,4,13.58,13.58
1,10.53,23.85,3,10.61,24.06,2,10.50,23.95,4,10.57,24.15
1,10.48,34.33,3,10.50,34.56,2,10.47,34.42,4,10.49,34.64
1,10.28,44.61,3,10.32,44.88,2,10.31,44.73,4,10.34,44.98
1,10.01,54.62,3,9.99,54.87,2,10.00,54.73,4,10.02,55.00
1,9.65,1:04.27,2,9.52,1:04.39,3,9.67,1:04.40,4,9.64,1:04.64
2,9.44,1:13.71,1,9.09,1:13.48,3,9.43,1:13.83,4,9.48,1:14.12
2,9.38,1:23.09,1,9.12,1:22.60,3,9.58,1:23.41,4,9.65,1:23.77
2,9.61,1:32.70,1,9.56,1:32.16,3,10.08,1:33.49,4,9.83,1:33.60
