Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,Yulyia YELSAKOVA POSITION,Yulyia YELSAKOVA LAP TIME,Yulyia YELSAKOVA ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME
1,13.77,13.77,2,13.93,13.93,4,14.31,14.31,3,14.05,14.05
1,11.21,24.98,2,11.09,25.03,4,10.97,25.28,3,11.05,25.10
1,11.19,36.17,2,11.15,36.18,4,11.19,36.47,3,11.21,36.32
2,11.03,47.20,1,10.92,47.11,4,11.09,47.56,3,11.03,47.36
1,10.73,57.94,2,10.85,57.96,4,10.78,58.35,3,10.77,58.13
1,10.23,1:08.17,3,10.49,1:08.45,4,10.43,1:08.78,2,10.24,1:08.38
1,9.89,1:18.06,2,9.72,1:18.18,4,10.15,1:18.93,3,9.87,1:18.25
1,9.78,1:27.85,3,10.78,1:28.96,4,10.33,1:29.27,2,9.82,1:28.07
1,10.16,1:38.003,3,9.26,1:38.214,4,10.62,1:39.882,2,9.98,1:38.048
