KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME
3,7.14,7.14,2,6.90,6.90,4,7.28,7.28,1,6.67,6.67
3,8.77,15.91,2,8.78,15.68,4,8.74,16.02,1,8.77,15.44
3,8.25,24.16,2,8.45,24.13,4,19.85,35.87,1,8.61,24.05
3,8.72,32.88,2,8.69,32.82,4,12.14,48.01,1,8.67,32.72
2,8.85,41.729,0,,PEN,3,10.84,58.848,1,8.94,41.655
