GONCHAROVA Darya POSITION,GONCHAROVA Darya LAP TIME,GONCHAROVA Darya ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,GAMORINA Anna POSITION,GAMORINA Anna LAP TIME,GAMORINA Anna ELAPSED TIME
3,14.07,14.07,1,13.81,13.81,4,21.63,21.63,2,13.96,13.96
3,10.73,24.80,1,10.78,24.59,4,14.36,35.99,2,10.76,24.72
3,10.56,35.36,1,10.62,35.21,4,10.98,46.97,2,10.49,35.21
3,10.39,45.75,2,10.39,45.60,4,11.39,58.36,1,10.38,45.59
3,10.29,56.04,1,10.29,55.89,4,11.32,1:09.68,2,10.41,56.00
3,10.27,1:06.31,1,10.12,1:06.01,4,11.23,1:20.91,2,10.18,1:06.18
2,10.35,1:16.66,1,9.92,1:15.93,4,11.59,1:32.50,3,17.83,1:24.01
2,10.40,1:27.06,1,10.53,1:26.46,4,12.01,1:44.51,3,14.44,1:38.45
2,10.77,1:37.822,1,10.61,1:37.066,0,,DNF,3,12.15,1:50.594
