PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,JACOBS Gina POSITION,JACOBS Gina LAP TIME,JACOBS Gina ELAPSED TIME,BOTTER GOMEZ Nicole POSITION,BOTTER GOMEZ Nicole LAP TIME,BOTTER GOMEZ Nicole ELAPSED TIME
1,7.59,7.59,3,7.89,,4,8.06,8.06,5,8.18,8.18,2,7.70,7.70
1,9.61,17.20,3,9.60,,4,9.67,17.73,5,9.68,17.86,2,9.63,17.33
1,9.15,26.35,3,9.05,,4,9.04,26.77,5,9.00,26.86,2,9.14,26.47
1,9.36,35.71,2,9.38,,3,9.19,35.96,5,9.37,36.23,4,9.60,36.07
1,9.59,45.30,2,9.48,,3,9.68,45.645,4,9.57,45.805,3,9.42,45.49
