HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME
1,12.99,12.99,4,13.26,13.26,3,13.13,13.13,5,13.47,13.47,2,13.02,13.02
3,9.73,22.72,4,9.59,22.85,1,9.40,22.53,5,9.57,23.04,2,9.58,22.60
3,9.28,32.00,1,8.96,31.81,2,9.33,31.86,4,9.05,32.09,5,9.51,32.11
3,9.16,41.16,1,9.15,40.96,2,9.20,41.06,4,9.20,41.29,5,9.33,41.44
3,9.40,50.56,1,9.38,50.34,2,9.39,50.45,4,9.40,50.69,5,9.36,50.80
3,8.93,59.49,1,8.97,59.31,1,8.86,59.31,4,8.98,59.67,5,9.01,59.81
2,8.64,1:08.13,3,8.95,1:08.26,1,8.80,1:08.11,4,8.66,1:08.33,5,8.69,1:08.50
1,8.76,1:16.89,4,8.95,1:17.21,2,8.92,1:17.03,3,8.80,1:17.13,5,8.72,1:17.22
1,9.00,1:25.89,5,9.28,1:26.49,2,8.98,1:26.01,3,9.11,1:26.24,4,9.11,1:26.33
