Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME
1,7.22,7.22,2,7.36,7.36,3,7.48,7.48,4,7.71,7.71
1,9.37,16.59,2,9.35,16.71,4,9.37,16.85,3,9.12,16.83
1,8.71,25.30,2,8.76,25.47,4,9.03,25.88,3,8.91,25.74
1,8.89,34.19,2,8.83,34.30,4,8.96,34.84,3,8.86,34.60
1,9.14,43.323,2,9.10,43.392,4,9.63,44.463,3,8.87,43.464
