HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME
1,13.00,13.00,2,13.16,13.16,3,13.18,13.18,4,13.41,13.41
1,9.92,22.92,3,10.25,23.41,2,10.01,23.19,4,10.25,23.66
1,9.85,32.77,3,9.78,33.19,2,9.82,33.01,4,9.62,33.28
1,8.88,41.65,2,8.88,42.07,3,9.14,42.15,4,9.19,42.47
1,9.49,51.14,3,9.51,51.58,2,9.27,51.42,4,9.25,51.72
1,9.20,1:00.34,3,8.90,1:00.48,2,9.03,1:00.45,4,9.12,1:00.84
1,9.18,1:09.52,2,9.14,1:09.62,3,9.33,1:09.78,4,9.22,1:10.06
1,9.21,1:18.73,2,9.41,1:19.03,3,9.27,1:19.05,4,9.21,1:19.27
1,9.81,1:28.538,0,,DQ,2,9.55,1:28.598,3,9.50,1:28.768
