LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,Charles Ryan LEVEILLE POSITION,Charles Ryan LEVEILLE LAP TIME,Charles Ryan LEVEILLE ELAPSED TIME
2,12.700,12.700,1,12.583,12.583,3,12.722,12.722,4,12.778,12.778
2,9.843,22.543,1,9.914,22.497,3,9.889,22.611,4,9.842,22.620
1,9.199,31.742,3,9.432,31.928,2,9.266,31.877,4,9.411,32.031
2,9.277,41.019,3,9.229,41.158,1,9.125,41.002,4,9.191,41.222
1,9.212,50.230,3,9.290,50.448,2,9.343,50.344,4,9.258,50.479
1,9.405,59.635,3,9.383,59.831,2,9.392,59.737,4,9.410,59.889
1,9.290,1:08.925,4,9.371,1:09.202,2,9.252,1:08.989,3,9.211,1:09.100
1,9.257,1:18.181,4,9.772,1:18.974,2,9.307,1:18.296,3,9.597,1:18.697
1,9.433,1:27.614,4,9.860,1:28.833,2,9.362,1:27.658,3,9.615,1:28.311
