Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME
1,6.83,6.83,3,7.13,7.13,2,6.94,6.94,4,7.17,7.17,5,7.24,7.24
1,9.21,16.04,3,9.10,16.23,2,9.28,16.22,4,9.39,16.56,5,9.46,16.70
1,8.75,24.79,2,8.74,24.97,3,8.97,25.19,4,8.74,25.30,5,8.88,25.58
1,8.89,33.68,2,8.81,33.78,4,9.09,34.28,3,8.89,34.19,5,48.19,1:13.77
1,9.08,42.757,2,9.18,42.959,4,9.30,43.579,3,9.12,43.304,5,23.94,1:37.704
