HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME
1,6.77,6.77,4,7.05,7.05,2,6.92,6.92,3,7.02,7.02
1,8.81,15.58,4,9.19,16.24,2,8.80,15.72,3,9.14,16.16
1,8.40,23.98,3,8.50,24.74,2,8.56,24.28,4,8.62,24.78
1,8.55,32.53,3,8.62,33.36,2,8.67,32.95,4,8.85,33.63
1,8.71,41.238,3,8.59,41.943,2,8.96,41.904,4,8.90,42.527
