SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,YANG Jin POSITION,YANG Jin LAP TIME,YANG Jin ELAPSED TIME,Liam McFARLANE POSITION,Liam McFARLANE LAP TIME,Liam McFARLANE ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,6.88,6.88,2,6.99,6.99,3,7.08,7.08,4,7.24,7.24
1,8.85,15.73,2,8.80,15.79,3,8.81,15.89,4,8.76,16.00
1,8.65,24.38,2,8.68,24.47,3,8.64,24.53,4,8.65,24.65
1,8.55,32.93,2,8.60,33.07,3,8.59,33.12,4,8.60,33.25
1,8.82,41.750,2,8.77,41.837,3,8.86,41.976,4,8.83,42.080
