Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Jarmil HRUZA POSITION,Jarmil HRUZA LAP TIME,Jarmil HRUZA ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME
2,16.072,16.072,4,32.808,32.808,1,16.015,16.015,3,16.826,16.826
2,9.131,25.203,4,17.004,49.811,1,8.849,24.864,3,8.842,25.668
2,9.288,34.491,4,13.900,1:03.711,1,9.168,34.032,3,8.982,34.649
2,9.934,44.424,4,13.320,1:17.031,1,9.727,43.758,3,11.576,46.225
2,0.03,44.446,4,0.18,1:17.211,1,0.05,43.805,3,,46.143
