RI Ji Ryon POSITION,RI Ji Ryon LAP TIME,RI Ji Ryon ELAPSED TIME,MAZUR Nicole POSITION,MAZUR Nicole LAP TIME,MAZUR Nicole ELAPSED TIME,DAUDET Gwendoline POSITION,DAUDET Gwendoline LAP TIME,DAUDET Gwendoline ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME
5,8.03,8.03,1,7.21,7.21,4,7.87,7.87,2,7.35,7.35,3,7.58,7.58
5,10.11,18.14,1,9.39,16.60,4,9.96,17.83,1,9.25,16.60,3,9.26,16.84
5,9.43,27.57,2,9.06,25.66,4,9.19,27.02,1,8.95,25.55,3,8.85,25.69
5,9.54,37.11,3,9.54,35.20,4,9.53,36.55,1,9.03,34.58,2,9.40,35.09
5,9.76,46.87,3,9.49,44.69,4,9.86,46.41,1,9.31,43.89,2,9.46,44.55
