HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME
1,6.63,6.63,2,6.85,6.85,3,6.94,6.94,4,7.28,7.28
1,8.96,15.59,2,9.04,15.89,3,9.31,16.25,4,9.73,17.01
1,8.78,24.37,2,8.69,24.58,3,8.50,24.75,4,9.26,26.27
1,8.89,33.26,2,8.88,33.46,3,8.97,33.72,4,9.44,35.71
1,9.22,42.475,2,9.23,42.686,3,9.15,42.869,4,9.88,45.581
