Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,SEJPAL Zdenek POSITION,SEJPAL Zdenek LAP TIME,SEJPAL Zdenek ELAPSED TIME,Dennis VISSER POSITION,Dennis VISSER LAP TIME,Dennis VISSER ELAPSED TIME,KAZHGALI Nurtilek POSITION,KAZHGALI Nurtilek LAP TIME,KAZHGALI Nurtilek ELAPSED TIME
4,12.83,12.83,2,12.61,12.61,3,12.72,12.72,1,12.51,12.51,5,13.06,
2,9.13,21.96,3,9.36,21.97,4,9.36,22.08,1,9.38,21.89,5,9.07,
2,9.14,31.10,4,9.42,31.39,4,9.31,31.39,1,9.14,31.03,3,9.15,
2,9.07,40.17,5,9.15,40.54,4,9.05,40.44,1,9.07,40.10,3,8.94,
2,9.02,49.19,4,8.88,49.42,5,9.12,49.56,1,8.96,49.06,3,9.09,
2,8.99,58.18,4,8.91,58.33,5,9.18,58.74,1,9.03,58.09,3,8.88,
4,9.30,1:07.48,3,9.02,1:07.35,5,9.43,1:08.17,1,9.11,1:07.20,2,9.08,
4,9.62,1:17.10,1,9.12,1:16.47,5,9.82,1:17.99,3,9.50,1:16.70,2,9.32,
4,10.04,1:27.14,1,9.77,1:26.24,5,9.92,1:27.91,3,9.79,1:26.49,2,9.69,
