Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME
1,6.95,6.95,2,7.45,7.45,3,7.55,7.55,4,7.74,7.74
1,9.00,15.95,2,9.00,16.45,3,9.07,16.62,4,9.48,17.22
1,8.58,24.53,2,8.64,25.09,3,8.69,25.31,4,9.11,26.33
1,8.68,33.21,2,8.78,33.87,3,8.77,34.08,4,9.28,35.61
1,8.79,42.00,2,8.87,42.74,3,9.02,43.10,4,9.67,45.28
