Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,Yonaton Spencer SUBIN POSITION,Yonaton Spencer SUBIN LAP TIME,Yonaton Spencer SUBIN ELAPSED TIME
1,7.27,7.27,2,7.44,7.44,3,7.82,7.82
1,9.52,16.79,2,9.57,17.01,3,9.94,17.76
1,8.98,25.77,2,9.24,26.25,3,9.67,27.43
1,9.22,34.99,2,9.54,35.79,3,10.05,37.48
1,9.41,44.394,2,9.63,45.420,3,10.22,47.699
