HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,Massimo GURINI POSITION,Massimo GURINI LAP TIME,Massimo GURINI ELAPSED TIME,Matthew MAK POSITION,Matthew MAK LAP TIME,Matthew MAK ELAPSED TIME
1,7.09,7.09,3,7.39,7.39,2,7.28,7.28,4,7.90,7.90
1,9.14,16.23,3,9.29,16.68,2,9.22,16.50,4,10.06,17.96
1,8.68,24.91,3,8.80,25.48,2,8.69,25.19,4,9.78,27.74
1,8.86,33.77,3,8.85,34.33,2,8.97,34.16,4,10.01,37.75
1,9.14,42.903,4,19.36,53.682,2,9.24,43.399,3,10.30,48.048
