Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Michal DOMANSKI POSITION,Michal DOMANSKI LAP TIME,Michal DOMANSKI ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME
1,6.90,6.90,2,7.17,7.17,3,7.21,7.21,5,7.33,7.33,4,7.32,7.32
1,8.85,15.75,4,9.35,16.52,2,9.06,16.27,5,9.38,16.71,3,9.06,16.38
1,8.36,24.11,4,8.71,25.23,2,8.63,24.90,5,8.99,25.70,3,8.60,24.98
1,8.60,32.71,4,8.76,33.99,3,8.71,33.61,5,9.15,34.85,2,8.53,33.51
1,8.82,41.53,4,9.10,43.09,3,8.82,42.43,5,9.55,44.40,2,8.73,42.24
