SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Wojciech KRASNICKI POSITION,Wojciech KRASNICKI LAP TIME,Wojciech KRASNICKI ELAPSED TIME
1,6.85,6.85,3,7.10,7.10,2,7.08,7.08,4,7.45,7.45
1,9.32,16.17,2,9.27,16.37,3,9.49,16.57,4,9.43,16.88
1,8.88,25.05,2,8.95,25.32,3,9.17,25.74,4,9.17,26.05
1,9.09,34.14,2,9.04,34.36,4,9.66,35.40,3,9.28,35.33
1,9.30,43.431,2,9.22,43.578,4,9.85,45.246,3,9.58,44.903
