Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,FAJKUS Radek POSITION,FAJKUS Radek LAP TIME,FAJKUS Radek ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
1,6.87,6.87,2,6.99,6.99,4,7.33,7.33,5,7.41,7.41,3,7.09,7.09
1,9.07,15.94,2,9.12,16.11,5,9.07,16.40,4,8.96,16.37,3,9.04,16.13
1,8.48,24.42,4,8.79,24.90,5,8.66,25.06,3,8.48,24.85,2,8.49,24.62
1,8.61,33.03,5,8.94,33.84,4,8.68,33.74,3,8.51,33.36,2,8.53,33.15
1,8.79,41.82,5,9.20,43.04,4,9.02,42.76,0,8.59,41.95,0,8.81,41.96
